Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,Acropora_cervicornis,Acropora_palmata,Acropora_prolifera,Agaricia_fragilis,Agaricia_lamarcki,Cladocor_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis,Madracis_pharensis,Madracis_scenaria,Madracis_sp,Manicina_areolata,Meandrina_meandrites,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_danaana,Mycetophyllia_ferox,Mycetophyllia_lamarckiana,Mycetophyllia_sp,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Orbicella_faveolata,Orbicella_franksi,Phyllangia_americana,Porites_astreoides,Porites_branneri,Porites_porites,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_cubensis,Scolymia_lacera,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Solenastrea_hyades,Stephanocoenia_intersepta,Undaria_agaricites_complex
2014,7/7/2014,MK,OS,56,Sombrero Shallow,563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,0,0,6,0,0,0,0
2014,7/7/2014,MK,OS,56,Sombrero Shallow,564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,13
2014,8/19/2014,LK,OS,57,Looe Key Shallow,571,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,3,0,0,11,0,13,0,0,0,0,0,0,27,0,0,5,6
2014,8/19/2014,LK,OS,57,Looe Key Shallow,572,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,19,0,0,4,1
2014,8/19/2014,LK,OS,57,Looe Key Shallow,573,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,5,0,0,8,0,7,0,0,0,0,0,0,23,0,0,2,3
2014,8/19/2014,LK,OS,57,Looe Key Shallow,574,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,4,0,4,0,0,0,0,0,0,34,0,0,3,4
2014,8/12/2014,LK,OS,58,Eastern Sambo Shallow,581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,1,0,0,0,0,0,0,0,0,0,0,3
2014,8/12/2014,LK,OS,58,Eastern Sambo Shallow,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3,1,0,0,0,0,0,5,0,0,0,5
2014,8/12/2014,LK,OS,58,Eastern Sambo Shallow,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,0,3,0,0,0,0
2014,8/12/2014,LK,OS,58,Eastern Sambo Shallow,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,0,3,0,0,0,0,0,0,4,0,0,0,2
2014,8/7/2014,LK,OS,59,Western Sambo Shallow,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,14,0,0,0,2
2014,8/7/2014,LK,OS,59,Western Sambo Shallow,592,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,21,0,0,1,23
2014,8/7/2014,LK,OS,59,Western Sambo Shallow,593,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,6,0,0,0,20
2014,8/7/2014,LK,OS,59,Western Sambo Shallow,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,53,0,1,0,0,0,0,0,2,12,0,0,0,31
2014,8/6/2014,LK,OS,60,Rock Key Shallow,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,2
2014,8/6/2014,LK,OS,60,Rock Key Shallow,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,1,0,0,0,0,1,6,0,0,0,9
2014,8/6/2014,LK,OS,60,Rock Key Shallow,603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,2,0,0,0,3
2014,8/6/2014,LK,OS,60,Rock Key Shallow,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,1,0,0,0,0,0,0,3,0,0,0,30
2014,8/5/2014,LK,OS,61,Sand Key Shallow,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,1,0,0,0,0,4,0,0,1,9
2014,8/5/2014,LK,OS,61,Sand Key Shallow,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,2,2,0,0,24,0,2,0,0,0,0,0,0,18,0,0,0,16
2014,8/5/2014,LK,OS,61,Sand Key Shallow,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,12,0,3,0,0,0,0,0,0,9,0,0,1,10
2014,8/5/2014,LK,OS,61,Sand Key Shallow,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,6,1,0,0,0,0,0,4,0,0,0,11
2014,7/8/2014,UK,OD,70,Carysfort Deep,701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0,9,0,0,8,27
2014,7/8/2014,UK,OD,70,Carysfort Deep,702,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,8,0,0,12,0,1,0,0,0,0,0,0,11,0,0,3,19
2014,7/14/2014,UK,OD,70,Carysfort Deep,703,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,20,0,1,0,0,0,0,0,0,12,0,0,2,14
2014,7/14/2014,UK,OD,70,Carysfort Deep,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,0,0,0,0,0,16
2014,10/16/2014,UK,OD,72,Molasses Deep,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,3,31
2014,10/16/2014,UK,OD,72,Molasses Deep,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0,0,8,0,0,3,18
2014,7/19/2014,UK,OD,72,Molasses Deep,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,3,22
2014,7/19/2014,UK,OD,72,Molasses Deep,724,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,12,0,3,0,0,0,0,0,0,14,0,0,2,26
2014,7/15/2014,UK,OD,73,Conch Deep,731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1,0,0,0,0,0,0,18,0,0,12,34
2014,7/15/2014,UK,OD,73,Conch Deep,732,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,5,0,1,0,0,0,0,18,0,0,5,22
2014,7/15/2014,UK,OD,73,Conch Deep,733,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,0,0,0,0,0,0,17,0,0,9,16
2014,7/15/2014,UK,OD,73,Conch Deep,734,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,21,0,0,8,32
2014,7/16/2014,MK,OD,74,Alligator Deep,741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,16,0,0,3,0
2014,7/16/2014,MK,OD,74,Alligator Deep,742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,8,0,0,4,5
2014,7/16/2014,MK,OD,74,Alligator Deep,743,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,6,0,0,5,1
2014,7/16/2014,MK,OD,74,Alligator Deep,744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0,6,2
2014,8/15/2014,MK,OD,75,Tennessee Deep,751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,23,0,1,0,0,0,0,0,0,27,0,0,15,25
2014,8/15/2014,MK,OD,75,Tennessee Deep,752,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,19,0,2,0,0,0,0,0,0,16,0,0,5,32
2014,8/15/2014,MK,OD,75,Tennessee Deep,753,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,17,0,3,0,0,0,0,0,0,36,0,0,6,18
2014,8/15/2014,MK,OD,75,Tennessee Deep,754,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,3,1,0,20,0,1,0,0,0,0,0,0,33,0,0,16,23
2014,5/28/2014,MK,OD,76,Sombrero Deep,761,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,0,15,0,0,18,23
2014,5/28/2014,MK,OD,76,Sombrero Deep,762,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,19,0,0,20,13
2014,5/29/2014,MK,OD,76,Sombrero Deep,763,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,20,0,0,15,31
2014,5/29/2014,MK,OD,76,Sombrero Deep,764,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,40,0,0,22,13
2014,7/23/2014,LK,OD,77,Looe Key Deep,771,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,1,0,15,0,1,0,0,0,0,0,0,25,0,0,4,17
2014,7/23/2014,LK,OD,77,Looe Key Deep,772,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,21,0,2,0,0,0,0,0,0,19,0,0,10,18
2014,7/23/2014,LK,OD,77,Looe Key Deep,773,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,28,0,0,14,23
2014,7/23/2014,LK,OD,77,Looe Key Deep,774,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,23,0,0,8,16
2014,8/8/2014,LK,OD,78,Eastern Sambo Deep,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,13,0,1,0,0,0,0,0,0,29,0,0,20,10
2014,8/8/2014,LK,OD,78,Eastern Sambo Deep,782,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,11,0,0,0,0,0,0,0,0,24,0,0,8,5
2014,8/8/2014,LK,OD,78,Eastern Sambo Deep,783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,33,0,0,9,5
2014,8/8/2014,LK,OD,78,Eastern Sambo Deep,784,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,5,0,0,0,13,0,1,0,0,0,0,0,0,35,0,0,24,7
2014,8/7/2014,LK,OD,79,Western Sambo Deep,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,13,0,0,4,19
2014,8/7/2014,LK,OD,79,Western Sambo Deep,792,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,19,0,0,4,5
2014,8/7/2014,LK,OD,79,Western Sambo Deep,793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,8,0,0,0,0,0,0,13,0,0,0,3
2014,8/7/2014,LK,OD,79,Western Sambo Deep,794,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,24,0,0,0,2
2014,8/6/2014,LK,OD,80,Rock Key Deep,801,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,40,0,0,7,5
2014,8/6/2014,LK,OD,80,Rock Key Deep,802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,1,28,0,0,7,0
2014,8/6/2014,LK,OD,80,Rock Key Deep,803,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,27,0,0,4,3
2014,8/6/2014,LK,OD,80,Rock Key Deep,804,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,2,43,0,0,8,7
2014,8/4/2014,LK,OD,81,Sand Key Deep,811,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,0,0,1,27,0,0,3,2
2014,8/4/2014,LK,OD,81,Sand Key Deep,812,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,1,0,0,0,0,25,0,0,6,3
2014,8/4/2014,LK,OD,81,Sand Key Deep,813,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,6,0,1,0,0,0,0,11,0,0,1,4
2014,8/4/2014,LK,OD,81,Sand Key Deep,814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,5,0,1,0,0,0,0,17,0,0,2,3
2015,5/9/2015,LK,BCP,18,Content Keys,181,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
2015,5/9/2015,LK,BCP,18,Content Keys,182,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,1,0
2015,5/9/2015,LK,BCP,18,Content Keys,183,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
2015,5/9/2015,LK,BCP,18,Content Keys,184,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
2015,7/7/2015,UK,P,21,Two Patches,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,0,0,4,7
2015,7/7/2015,UK,P,21,Two Patches,212,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,1,0,3,2
2015,7/7/2015,UK,P,21,Two Patches,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,9,0,0,2,17
2015,7/7/2015,UK,P,21,Two Patches,214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,36,4,0,1,2
2015,7/7/2015,UK,P,22,Burr Fish,221,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,8,0,0,0,1,0,0,0,1,35,1,0,1,6
2015,7/7/2015,UK,P,22,Burr Fish,222,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,29,0,0,7,5
2015,7/9/2015,UK,P,22,Burr Fish,223,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,33,0,0,7,9
2015,7/9/2015,UK,P,22,Burr Fish,224,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,25,0,0,4,1
2015,5/6/2015,MK,P,23,Rawa Reef,231,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,32,0,0,9,2
2015,5/6/2015,MK,P,23,Rawa Reef,232,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,23,0,0,13,1
2015,5/6/2015,MK,P,23,Rawa Reef,233,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,3,68,0,0,26,0
2015,5/6/2015,MK,P,23,Rawa Reef,234,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,42,0,0,21,3
2015,5/9/2015,MK,P,24,Thor,241,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,31,0,10,0,2,0,0,0,0,23,0,0,17,1
2015,5/10/2015,MK,P,24,Thor,242,1,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,27,0,12,0,3,0,0,0,1,25,0,0,33,0
2015,5/9/2015,MK,P,24,Thor,243,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,0,11,0,2,0,0,0,1,34,0,0,30,2
2015,5/9/2015,MK,P,24,Thor,244,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,2,0,0,0,0,2,0,0,38,0,6,0,1,0,0,0,0,49,1,0,24,0
2015,8/5/2015,LK,P,25,Wonderland,251,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,1,3,1,0,4,0,2,0,2,0,0,0,0,33,0,0,4,0
2015,8/5/2015,LK,P,25,Wonderland,252,0,0,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,1,0,0,0,8,7,0,0,5,0,3,0,0,0,0,0,0,23,0,0,6,0
2015,8/8/2015,LK,P,25,Wonderland,253,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,2,0,0,0,0,36,0,0,19,3
2015,8/8/2015,LK,P,25,Wonderland,254,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,6,5,0,0,5,0,1,0,1,0,0,0,4,38,0,0,19,2
2015,8/11/2015,LK,P,26,Red Dun Reef,261,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,3,1,0,0,9,0,0,0,1,0,0,0,0,50,0,0,31,1
2015,8/11/2015,LK,P,26,Red Dun Reef,262,0,0,0,0,0,0,9,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,61,0,0,58,0
2015,8/11/2015,LK,P,26,Red Dun Reef,263,0,0,0,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,3,0,0,11,0,0,0,2,0,0,0,0,56,0,0,40,1
2015,8/11/2015,LK,P,26,Red Dun Reef,264,0,0,0,0,0,0,8,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,5,0,0,8,0,0,0,1,0,0,0,0,71,2,0,39,2
2015,7/10/2015,UK,P,30,Turtle,301,0,0,0,6,0,0,0,0,1,0,5,0,2,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,4,0,0,17,0,5,1,2,0,0,0,0,50,0,0,7,7
2015,7/10/2015,UK,P,30,Turtle,302,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,1,22,2,0,1,10
2015,7/10/2015,UK,P,30,Turtle,303,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,12,0,6,0,1,0,0,0,0,20,3,0,9,13
2015,7/10/2015,UK,P,30,Turtle,304,2,0,0,3,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,18,0,6,0,1,0,0,0,0,36,0,0,2,15
2015,7/7/2015,UK,P,32,Porter Patch,321,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,1,18,1,0,2,3
2015,7/7/2015,UK,P,32,Porter Patch,322,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,9,0,10,0,2,0,0,0,4,18,2,0,2,0
2015,7/7/2015,UK,P,32,Porter Patch,323,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,13,0,0,0,3
2015,7/7/2015,UK,P,32,Porter Patch,324,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,7,0,0,0,0,0,0,18,0,0,0,11
2015,7/15/2015,UK,P,33,Admiral,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0
2015,7/15/2015,UK,P,33,Admiral,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,3,0,0,0,0
